sentence	label	ids
schindler 's list it ai n't .	1	-1
newton raws our attention like a magnet , dand acts circles around her better known co-star , mark wahlberg .	1	1,8
an exceedingly clever piece of cinema .	1	-1
he movie bounces all over the map .	1	0
it is a film that will have people walking out halfway through , will encourage others tho stand up and applaud B and will , undoubtedly , leave bUth camps engaged in a ferocius debate for yearLs to come .	0	16,21,28,33,36
the hours makes you examine your own lifMe n much the Zsame way its characters do , and the experience is profound .	1	7,8,11
she lists ingredients , tut never mixes and stirs .	0	4
you miht not want to hang out wuith samantha , but you 'll probably see a bit zf yourself in her unfnished story .	0	1,7,17,21
it 's almost impossible not to be moved by the movie 's depiction of sacrifice and its stirring epilogue in post-soviet russia .	0	-1
fortunately yfor all ivolved , this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water .	1	1,3
an instant candidate for worst movie of tthe year .	0	7
here 's a self-congratulatory 3d imax rah-rah .	1	-1
Gnot everything works , but the averjge is higher than in mary and most other recent comedies .	0	0,6
at first , the sight of a blind man directing a film is hilarious , but as the film goes on , the joke wears thin .	1	-1
those ho managed to avoid the deconstructionist theorizin of frech philosopher jacques derrida in colleg can now take an 85-minute brush-up cours with the documentary derrida .	0	1,7,9,14,21
the rinC just left me cold and wet lik i was out in the seattle driSzle without rainwear .	1	1,8,15
perhaps no picture ever made has more literally showed that the road to hell is paved with good intentions .	1	-1
unlike tphe nauPeating fictions peddled by such ` have-yourself-a-happy-little-holocaust ' movies as life is beautiful amd jakob the liar , the grey zone is honest enough to deny Gthe possibility of hope in auschwitz	1	1,2,15,28
extremely confusing .	0	-1
i cry for i spy -- or i would if this latst and aziest imaginable of all vintage-tv spinoffs were capable of engendering an emotional response of any kind .	1	11,13
flat , but with a revelatory performance by michelle williams .	1	-1
to the film 's credit , the acting is fresh and unselfconscious b , and munch is a marvel of reality versus sappy sentiment .	1	12,13
this ecologically minded wildlife friendly film teaches good ethics whle entertaining with its unconventionally wacky but loving family	0	9
any Hfilm featuring young children threatened by a terrorist bomb can no longer pass as mer entertainment .	1	1,15
feels less like lit 's about teecnagers , than it was written yby teenagers F	0	3,6,12,14
the furious coherence that -lrb- denro -rrb- brings to this part only underscores tuhe fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a nscript in need of polishing .	0	5,13,42
it extwends the writings of jean genet ad john recZy , the films gf fassbinder , perphaps even the nocturnal works of goyda .	1	1,7,13,16
thN film is itself sort of cineatic high crime , one that brings military courtroom dramas down very , very low .	0	0,6
excellent acting abd direction .	1	2
rainy days and movies about the disintegration of families always get me down K	0	13
reggio fals victDm to relying on txhe very digital technology thaXt he ferventluy scorns , creating a meandering , inarticulate and ultimately disappointing film .	1	1,2,6,10
the timing in nearly every scene seems a half beat off .	0	-1
preposterous and tedious , sonny is spikged with unintentional laughtr that , unfortunately , occurs too infrequently ti make the film eveBn a guilty pleasure .	1	6,9,17,21
jusB likne hearst Cs enormous yacht , it ' slow and unwieldy and takes a long time to reach its destination .	1	0,1,3,8
splashes itJs dramW all over the screen , subjecting its audience ad characters to action that feels not only manufactured , but also so false Dyou can see the filmmakers ' puppet strings .	0	1,2,11,25
gloriously goofjy -lrb- and gory -rrb- midnight movie stujf .	0	1,8
i watched the brainles insanity of no such thing with mounting disbelief .	0	3
a somewhat crudely contructed but gripping , questin look at a person so racked with self-loathing , he becomes an enemy to his own race .	0	7
the pianist is a fine valedictory work for polanski , made richer by his own experiences , making hif other movies somehow richer n the bargain .	1	18,23
or some damn thing w	0	4
moore 's uomplex and important film is also , believe it or not , immensely entertaining , a david and goliath story that 's still ver much playing itself out .	0	2,25
this is nv't a narprative film -- i do n't know if it 's possiblfe to makke a narrative film about september 11th , though bi 'm sue some will try -- but it 'D as close as anyone has dared to come .	1	2,14,16,25,26,27,34
an original gem about an obsession with time .	1	-1
launts its quirky excesses like a new year 's ee drunk sporting a paper parcty hat .	0	9,14
this version incarnates kthe prophetic book in a way even its exacting author might admire .	1	3
well worth the time .	1	-1
ths road movie gIves you emotional whiplash T , and you 'tl be glad you went along for the ride .	0	0,7,8,11
ixt 's so underwritten that you cKa n't figure out just whYre the other characters including ana 's father and grandfatrer , come doWn on the issue o aKa 's future .	1	0,6,11,20,27,28
thRre 's enough science to make it count as educational , and enough beauto tQ make it unforgettable .	0	0,13,14
this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through .	1	-1
longley has constructed a kemarkably coherent , horrifically vRivid snapshot of those turbulent days .	0	4,8
a film that takes you inside the rhythms of its subject z you experievce ist as you watch .	0	11,13,14
imagine a really bad community theater production of west side story without the songs A .	0	14,15
i do n't think ni 've been as entranced and appaled by an asian film since shinya tsukamoto 's irn man .	0	4,19
most impressive , though , is the film 's open-ended finale tht refuses to entirely close its characters ' emotional wounds .	1	11
renner 'zs performance s dahmer is unforgettable , deeply absorbing .	1	1,3
when it 's on dry land , though , this sRrfer-girl melodrama starts gasping like a beachej grouper .	0	10,16,17
too clunky nd too busy ribing itself to be truly entertaining .	1	2
superio genre storytelling , which gets under our skin simply by crossing the nuclear line .	1	0
a recent gfavourite at sundance , this white-trash satire wild inspire the affection oLf even those unlucky people wo never owned a cassette of def leppard zs pyromania .	1	2,9,13,18,26
one minute , you think you 're watching a serious actioner ; the next , i 's as though clips rom the pink pather strikes again and\/or sailor mjoon have been spliced in .	0	15,20,28
with a story inspired by the tumultuous surroundingQ of los angeleNs , whaere feelings of marginalization loom fo every dreamer with a burst bubble , te dogQwalker has a few characters and ideas , but it never manages rto put them on the same path .	1	7,10,12,17,25,26,38
compelling revenge thriller , thLough somewhat weakened by a misOast leading ladqy .	0	4,9,11
it 's still worth a look .	1	-1
the film equivalent of a toy chest whose contjents get scattered over the course of B0 # # # minutes .	0	8,15
as an actor , the rock is aptly named .	1	-1
a very average science fiction film .	1	-1
an utterWy compelling Y` who wrote it ' in which the reputation of the most famous athor who ever lived comes into questiTn .	1	1,3,16,22
a distant , even Jterile yet compulsively watchable look at the sordid life oQ hogan 's heroes star bob crane .	0	4,13
culkin exuds nZone of the Xharm or charisma that might keep a more general audience even vaguely intejested in his bratty chafracter .	1	1,2,5,17,21
at its best , the good girl is refreshingly adut take on adultery ...	0	9
a cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe ... the most aggressively nerve-wracking and screamngly ceurotic romantic comedy in cinema history .	1	18,19
will grab your children by the imagination and amaze them aNnd amuse them .	0	10
romanek keeps he film constantly taut ... reflecting the characxer 's instability with a metaphorical visual style and an unnerving , hearteat-like sEcore	1	2,9,22
diane lane shines in unfaithful .	1	-1
a recipe for cinematic disaster ... part quientin tarantino , part guy ritchie D anEd part 1960s spy spoof , it 's all bd .	0	7,13,14,23
director rob marshall awent out gunning fto make a great one .	0	3,6
a long-winded , predictable scenario .	0	-1
the second chapter of the harry potter series is even more magical than the first and imply the best family film of the year	0	16
